# Merged ESP32 offline IMU GPS sync chunks
t_ms,ax_g,ay_g,az_g,temp_c,gx_dps,gy_dps,gz_dps,mx_raw,my_raw,mz_raw,gps_updated,gps_valid,gps_usable,fix_quality,satellites,hdop,gps_lat,gps_lon,gps_alt_m,gps_speed_mps,gps_course_deg,gps_utc,gps_date,nmea_count,fix_count,checksum_fail_count
3209,-0.007324,0.116455,1.013916,45.827,0.1679,1.0076,0.2214,335,28,285,0,,,,,,,,,,,,,19,0,0
3310,-0.006348,0.118896,1.022705,45.815,0.1450,0.9008,0.0916,333,29,285,0,,,,,,,,,,,,,19,0,0
3405,0.003662,0.121338,1.026367,45.836,0.0611,0.9313,0.0840,333,28,284,0,,,,,,,,,,,,,19,0,0
3502,-0.008789,0.117432,1.028564,45.821,0.3359,0.9771,0.2061,334,27,284,0,,,,,,,,,,,,,19,0,0
3602,-0.004150,0.120361,1.020752,45.854,0.2366,1.0305,0.0305,333,28,285,0,,,,,,,,,,,,,19,0,0
3698,-0.004150,0.113281,1.020752,45.848,-0.0534,1.0534,0.1527,333,28,285,0,,,,,,,,,,,,,19,0,0
3795,-0.005615,0.114014,1.013428,45.842,-0.2824,0.9695,0.0840,334,28,285,0,,,,,,,,,,,,,22,0,0
3899,-0.005859,0.122070,1.024658,45.821,0.1832,0.9695,0.0916,334,28,285,0,,,,,,,,,,,,,23,0,0
4035,-0.003662,0.120361,1.018066,45.824,0.0305,0.8931,0.2137,333,29,285,0,,,,,,,,,,,,,26,0,0
4141,-0.009033,0.117188,1.014648,45.804,0.2061,0.9237,0.0458,334,27,286,0,,,,,,,,,,,,,26,0,0
4282,-0.003662,0.117432,1.020752,45.848,0.2901,0.8702,0.0992,334,29,284,0,,,,,,,,,,,,,26,0,0
4382,-0.003418,0.117188,1.012939,45.812,0.2214,0.8931,0.1374,335,27,285,0,,,,,,,,,,,,,26,0,0
4482,-0.006348,0.121338,1.013672,45.812,0.1145,0.9008,0.1298,333,29,285,0,,,,,,,,,,,,,26,0,0
4577,-0.005127,0.121338,1.015381,45.842,-0.0611,0.9389,0.1527,333,30,284,0,,,,,,,,,,,,,26,0,0
4682,-0.008789,0.119385,1.012695,45.818,0.0382,0.8931,0.1298,333,28,285,0,,,,,,,,,,,,,26,0,0
4782,-0.008301,0.122314,1.017822,45.830,0.1756,0.9542,-0.0229,333,28,286,0,,,,,,,,,,,,,28,0,0
4887,-0.006592,0.120605,1.014404,45.845,0.1374,0.9847,0.2061,333,29,286,0,,,,,,,,,,,,,30,0,0
4990,-0.008301,0.116211,1.016113,45.827,0.0687,0.9695,0.1450,333,29,285,0,,,,,,,,,,,,,33,0,0
5095,-0.007568,0.123779,1.016846,45.818,0.0534,0.9466,0.0153,332,30,285,0,,,,,,,,,,,,,33,0,0
5192,-0.006836,0.120361,1.018066,45.833,0.2137,0.9160,-0.0229,333,30,284,0,,,,,,,,,,,,,33,0,0
5287,-0.007324,0.126465,1.016602,45.821,0.1832,0.8702,0.2519,332,29,285,0,,,,,,,,,,,,,33,0,0
5392,-0.004883,0.118408,1.014893,45.842,0.0763,0.9618,0.0992,332,29,285,0,,,,,,,,,,,,,33,0,0
5492,-0.005859,0.118652,1.017090,45.839,0.0992,0.9084,0.2137,333,30,285,0,,,,,,,,,,,,,33,0,0
5592,-0.005615,0.114258,1.016846,45.836,0.1756,1.0076,0.1450,332,29,285,0,,,,,,,,,,,,,33,0,0
5687,-0.002930,0.121094,1.019775,45.842,0.0611,1.0763,0.0458,334,28,284,0,,,,,,,,,,,,,33,0,0
5792,-0.008057,0.119385,1.018311,45.827,0.1603,0.8702,0.1450,334,27,283,0,,,,,,,,,,,,,35,0,0
5895,-0.007813,0.114014,1.012939,45.836,0.0305,1.0229,0.0305,333,29,284,0,,,,,,,,,,,,,37,0,0
5997,-0.003174,0.120361,1.018066,45.865,0.0611,0.9160,0.0076,333,28,285,0,,,,,,,,,,,,,40,0,0
6102,-0.007568,0.123535,1.017578,45.854,0.1374,0.8931,0.0992,333,28,284,0,,,,,,,,,,,,,40,0,0
6204,-0.007568,0.122070,1.024170,45.851,0.1603,0.8015,0.0382,334,28,284,0,,,,,,,,,,,,,40,0,0
6359,-0.004150,0.118408,1.013184,45.839,0.1221,0.9160,0.0534,333,28,284,0,,,,,,,,,,,,,40,0,0
6458,-0.005859,0.118164,1.013672,45.824,0.1374,0.9924,0.0229,333,28,284,0,,,,,,,,,,,,,40,0,0
6563,-0.007813,0.117188,1.024902,45.836,0.0916,0.9389,0.1603,333,29,285,0,,,,,,,,,,,,,40,0,0
6663,-0.009033,0.119141,1.015625,45.827,0.1832,0.8244,0.1679,334,29,284,0,,,,,,,,,,,,,40,0,0
6763,-0.008057,0.120605,1.020020,45.839,0.0305,0.9695,-0.0229,334,29,286,0,,,,,,,,,,,,,42,0,0
6865,-0.008057,0.116943,1.013916,45.809,0.1145,0.7863,0.1450,332,30,284,0,,,,,,,,,,,,,44,0,0
6969,-0.009277,0.116455,1.019287,45.839,0.0916,0.9542,0.0000,333,28,285,0,,,,,,,,,,,,,46,0,0
7073,-0.006592,0.116211,1.013672,45.833,-0.0076,0.8855,0.1450,333,29,285,0,,,,,,,,,,,,,47,0,0
7172,-0.005371,0.121582,1.012695,45.830,0.2137,0.8550,0.2290,332,27,284,0,,,,,,,,,,,,,47,0,0
7273,-0.003662,0.119141,1.020264,45.868,0.1756,0.9924,0.0458,334,28,285,0,,,,,,,,,,,,,47,0,0
7373,-0.003418,0.122559,1.018311,45.821,0.1374,1.0076,0.1298,334,28,285,0,,,,,,,,,,,,,47,0,0
7473,-0.009277,0.119629,1.012695,45.833,0.1527,1.0000,0.0916,333,29,284,0,,,,,,,,,,,,,47,0,0
7568,-0.005859,0.120605,1.016846,45.833,0.0992,0.9389,0.0687,334,29,285,0,,,,,,,,,,,,,47,0,0
7673,-0.005127,0.118164,1.015137,45.848,0.0229,1.0611,0.0687,333,28,285,0,,,,,,,,,,,,,47,0,0
7773,-0.008789,0.122070,1.020264,45.824,0.2443,0.8473,0.0382,332,28,285,0,,,,,,,,,,,,,49,0,0
7876,-0.008545,0.118896,1.017090,45.827,0.1069,0.8550,0.0076,333,29,285,0,,,,,,,,,,,,,51,0,0
7979,-0.003662,0.118896,1.021973,45.824,0.1985,0.8168,0.1374,332,28,286,0,,,,,,,,,,,,,54,0,0
8087,-0.003174,0.119141,1.020020,45.815,0.0840,1.0992,0.0611,333,28,285,0,,,,,,,,,,,,,54,0,0
8193,-0.000732,0.116699,1.021484,45.842,0.0840,1.1145,0.1221,333,29,286,0,,,,,,,,,,,,,54,0,0
8294,-0.010010,0.119141,1.019775,45.848,0.1450,1.0458,0.1069,333,27,285,0,,,,,,,,,,,,,54,0,0
8475,-0.004150,0.119629,1.015137,45.842,0.2061,0.9695,0.0458,332,29,284,0,,,,,,,,,,,,,54,0,0
8573,-0.005127,0.114990,1.021729,45.818,0.1450,0.8092,0.0840,333,30,285,0,,,,,,,,,,,,,54,0,0
8708,-0.009766,0.120850,1.014160,45.783,0.1221,0.9313,0.0000,334,29,285,0,,,,,,,,,,,,,54,0,0
8805,-0.007568,0.120117,1.017090,45.818,0.1679,0.9466,0.0840,333,28,285,0,,,,,,,,,,,,,57,0,0
8911,-0.006104,0.119385,1.019287,45.806,0.0840,0.9084,0.1450,333,28,285,0,,,,,,,,,,,,,58,0,0
9012,-0.006592,0.114990,1.019531,45.798,0.2214,0.9313,0.1145,334,29,285,0,,,,,,,,,,,,,61,0,0
9118,-0.003662,0.119141,1.023438,45.833,0.1298,1.0153,0.0916,333,29,286,0,,,,,,,,,,,,,61,0,0
9214,-0.010010,0.117676,1.014893,45.848,0.0992,0.8168,-0.0076,335,28,285,0,,,,,,,,,,,,,61,0,0
9313,-0.007568,0.118164,1.021973,45.836,0.1069,0.9466,0.2137,334,29,285,0,,,,,,,,,,,,,61,0,0
9413,-0.010254,0.122803,1.021240,45.848,0.0229,0.9313,0.0687,332,28,284,0,,,,,,,,,,,,,61,0,0
9513,-0.008789,0.118652,1.019531,45.806,0.0992,1.0076,0.0992,333,28,285,0,,,,,,,,,,,,,61,0,0
9608,-0.004395,0.121582,1.025879,45.804,0.0687,1.0000,0.1756,334,28,284,0,,,,,,,,,,,,,61,0,0
9713,-0.008057,0.121094,1.019287,45.868,0.0763,0.9847,0.1298,333,30,286,0,,,,,,,,,,,,,61,0,0
9814,-0.012207,0.115967,1.015869,45.824,0.1145,0.8779,0.1221,333,28,285,0,,,,,,,,,,,,,64,0,0
9919,-0.006348,0.120361,1.019287,45.836,0.1374,0.9160,0.1679,333,29,285,0,,,,,,,,,,,,,66,0,0
10024,-0.003662,0.116211,1.019043,45.806,0.1756,0.9389,0.0916,334,28,286,0,,,,,,,,,,,,,68,0,0
10217,-0.007568,0.120850,1.015869,45.809,0.0916,0.8855,-0.0229,333,28,284,0,,,,,,,,,,,,,68,0,0
10365,-0.005371,0.115967,1.018555,45.806,0.0992,0.9389,0.2901,334,28,286,0,,,,,,,,,,,,,68,0,0
10463,-0.003418,0.117432,1.014404,45.856,0.0000,1.0763,0.0763,333,29,285,0,,,,,,,,,,,,,68,0,0
10565,-0.005371,0.115723,1.016602,45.824,0.0763,1.0076,0.0916,333,28,284,0,,,,,,,,,,,,,68,0,0
10718,-0.009521,0.120117,1.020020,45.854,0.1298,0.8168,0.0305,334,28,285,0,,,,,,,,,,,,,68,0,0
10817,-0.001709,0.118896,1.013428,45.824,0.0992,1.0611,0.1374,334,29,285,0,,,,,,,,,,,,,71,0,0
10923,-0.008057,0.117920,1.021973,45.836,0.1145,0.9847,0.0992,333,28,285,0,,,,,,,,,,,,,73,0,0
11028,-0.006104,0.119873,1.013184,45.821,0.0916,1.0763,0.0611,333,28,285,0,,,,,,,,,,,,,75,0,0
11130,-0.007324,0.120117,1.015381,45.806,0.0534,0.9924,0.1221,333,27,285,0,,,,,,,,,,,,,75,0,0
11233,-0.006592,0.115723,1.017090,45.804,0.1450,0.9924,0.1298,333,30,286,0,,,,,,,,,,,,,75,0,0
11333,-0.005859,0.117676,1.013916,45.862,0.0076,0.8702,0.2366,333,29,285,0,,,,,,,,,,,,,75,0,0
11433,-0.007568,0.116699,1.015869,45.839,0.1298,0.9924,-0.0076,332,29,285,0,,,,,,,,,,,,,75,0,0
11533,-0.003906,0.119629,1.020996,45.801,0.1069,0.9084,0.1145,334,29,284,0,,,,,,,,,,,,,75,0,0
11633,-0.006836,0.122314,1.022949,45.795,0.0458,0.8321,0.1603,334,30,286,0,,,,,,,,,,,,,75,0,0
11734,-0.006348,0.116455,1.018799,45.812,0.0458,0.8702,0.0000,334,28,284,0,,,,,,,,,,,,,76,0,0
11834,-0.007813,0.117676,1.017578,45.830,0.0840,0.9847,0.0840,334,28,284,0,,,,,,,,,,,,,78,0,0
11938,-0.008545,0.117432,1.019531,45.845,0.1679,0.9313,0.0840,333,29,284,0,,,,,,,,,,,,,80,0,0
12044,-0.005127,0.120361,1.016357,45.848,0.0763,0.9008,0.1450,334,29,285,0,,,,,,,,,,,,,82,0,0
12146,-0.008057,0.121826,1.020264,45.792,0.1145,0.8855,0.0458,333,29,284,0,,,,,,,,,,,,,82,0,0
12243,-0.004150,0.119629,1.019043,45.833,0.1221,0.8092,0.0076,333,27,284,0,,,,,,,,,,,,,82,0,0
12343,-0.004639,0.122803,1.018311,45.851,0.0992,1.0076,0.1069,333,29,285,0,,,,,,,,,,,,,82,0,0
12443,-0.001465,0.116211,1.021240,45.815,0.1298,0.9695,0.0687,333,30,285,0,,,,,,,,,,,,,82,0,0
12543,-0.007568,0.118896,1.017090,45.786,0.2595,0.9542,0.1298,333,29,286,0,,,,,,,,,,,,,82,0,0
12645,-0.004150,0.117676,1.017578,45.854,0.0992,1.0076,0.0534,333,30,285,0,,,,,,,,,,,,,82,0,0
12825,-0.007813,0.119141,1.017822,45.839,0.1908,1.0000,0.0840,333,29,286,0,,,,,,,,,,,,,85,0,0
12932,-0.006592,0.120605,1.014160,45.809,0.0687,0.9695,0.0229,333,27,286,0,,,,,,,,,,,,,87,0,0
13041,-0.008057,0.122070,1.010254,45.839,0.0687,0.8550,0.1221,333,29,284,0,,,,,,,,,,,,,89,0,0
13144,-0.007813,0.119385,1.015625,45.795,0.0763,1.0305,0.0763,333,30,284,0,,,,,,,,,,,,,89,0,0
13244,-0.007813,0.119629,1.018799,45.824,0.1679,1.0000,0.0611,333,29,283,0,,,,,,,,,,,,,89,0,0
13384,-0.007324,0.117676,1.018311,45.827,0.2290,0.9008,0.0687,333,30,285,0,,,,,,,,,,,,,89,0,0
13482,-0.006592,0.119385,1.011475,45.833,0.0840,0.9695,0.1450,333,27,284,0,,,,,,,,,,,,,89,0,0
13584,-0.005371,0.121338,1.019043,45.839,0.1450,0.9313,0.1832,334,28,285,0,,,,,,,,,,,,,89,0,0
13685,-0.009766,0.116699,1.019531,45.809,0.1069,0.9695,0.0611,334,28,286,0,,,,,,,,,,,,,89,0,0
13783,-0.001465,0.123291,1.020264,45.809,0.1298,0.9618,0.0840,334,28,284,0,,,,,,,,,,,,,91,0,0
13887,-0.009033,0.117188,1.018799,45.815,0.0305,0.9847,0.0840,334,30,285,0,,,,,,,,,,,,,93,0,0
13993,-0.009033,0.115723,1.016113,45.792,0.1908,1.0840,0.1221,333,28,284,0,,,,,,,,,,,,,96,0,0
14100,-0.002930,0.122559,1.018799,45.780,0.0687,1.0763,0.1374,332,29,285,0,,,,,,,,,,,,,96,0,0
14204,-0.005859,0.118896,1.014404,45.812,0.0916,0.9084,0.1069,334,28,284,0,,,,,,,,,,,,,96,0,0
14302,-0.004883,0.121582,1.012695,45.762,0.0229,1.0000,0.1374,333,28,284,0,,,,,,,,,,,,,96,0,0
14404,-0.009521,0.117920,1.011719,45.830,0.0611,0.9389,0.1145,334,30,284,0,,,,,,,,,,,,,96,0,0
14504,-0.001953,0.119629,1.016602,45.818,0.0687,0.9160,0.0992,333,26,285,0,,,,,,,,,,,,,96,0,0
14604,-0.008545,0.117432,1.017334,45.827,0.0763,1.0000,0.0382,333,29,286,0,,,,,,,,,,,,,96,0,0
14705,-0.002686,0.118652,1.020264,45.821,0.2061,1.0000,0.0458,334,28,285,0,,,,,,,,,,,,,96,0,0
14806,-0.003906,0.120361,1.017578,45.821,0.1527,0.8702,0.1603,333,30,284,0,,,,,,,,,,,,,99,0,0
14966,-0.008545,0.117676,1.014404,45.804,0.1374,0.9771,0.1679,333,29,285,0,,,,,,,,,,,,,102,0,0
15075,-0.006104,0.121338,1.011475,45.827,0.0763,0.8550,0.1450,333,29,285,0,,,,,,,,,,,,,103,0,0
15176,-0.005371,0.121094,1.017822,45.827,0.1527,1.0305,0.0534,333,31,285,0,,,,,,,,,,,,,103,0,0
15284,-0.000488,0.119385,1.015625,45.821,0.0534,0.8550,0.0916,334,28,285,0,,,,,,,,,,,,,103,0,0
15384,-0.006348,0.117188,1.014648,45.806,0.1298,1.0687,0.1450,334,30,286,0,,,,,,,,,,,,,103,0,0
15482,-0.003418,0.118408,1.018799,45.856,0.0153,0.9924,0.2061,333,28,284,0,,,,,,,,,,,,,103,0,0
15584,-0.004639,0.118408,1.015137,45.804,0.1832,0.9237,0.1298,333,28,284,0,,,,,,,,,,,,,103,0,0
15685,-0.006348,0.117676,1.016602,45.818,0.0687,0.8855,0.0916,333,29,285,0,,,,,,,,,,,,,103,0,0
15785,-0.006104,0.119629,1.016602,45.830,0.1145,0.9695,0.1069,333,27,285,0,,,,,,,,,,,,,105,0,0
15888,-0.004883,0.117432,1.021973,45.804,0.0534,0.9618,0.1145,333,29,284,0,,,,,,,,,,,,,107,0,0
15994,-0.006592,0.118896,1.022949,45.804,0.0687,0.9237,0.2595,333,28,285,0,,,,,,,,,,,,,110,0,0
16101,-0.010742,0.118652,1.015869,45.812,0.0611,0.9771,0.0840,333,30,284,0,,,,,,,,,,,,,110,0,0
16203,-0.005371,0.115967,1.016357,45.806,0.0840,0.7939,0.0992,332,30,285,0,,,,,,,,,,,,,110,0,0
16300,-0.001221,0.121094,1.019775,45.824,0.1832,0.9695,0.1603,333,28,286,0,,,,,,,,,,,,,110,0,0
16404,-0.006348,0.116699,1.013672,45.833,0.0229,0.9847,0.1374,332,30,285,0,,,,,,,,,,,,,110,0,0
16504,-0.007324,0.121338,1.019287,45.824,0.0458,0.8855,-0.0305,335,27,285,0,,,,,,,,,,,,,110,0,0
16604,-0.010498,0.114258,1.020020,45.815,0.0992,0.9771,0.1221,333,29,283,0,,,,,,,,,,,,,110,0,0
16702,-0.004883,0.120117,1.018066,45.815,0.1298,0.8626,0.1603,334,29,285,0,,,,,,,,,,,,,110,0,0
16802,-0.005615,0.116943,1.013428,45.830,0.1069,0.9466,0.1221,334,28,283,0,,,,,,,,,,,,,113,0,0
16912,-0.006836,0.119141,1.014160,45.789,0.2214,0.8779,0.0687,332,29,285,0,,,,,,,,,,,,,115,0,0
17093,-0.010010,0.115479,1.015381,45.804,0.0916,1.0458,0.0687,334,30,286,0,,,,,,,,,,,,,117,0,0
17197,-0.007813,0.118164,1.025391,45.839,0.0992,1.1069,0.1603,333,29,285,0,,,,,,,,,,,,,117,0,0
17305,-0.007080,0.116211,1.016846,45.806,0.0840,1.0611,0.0611,334,29,285,0,,,,,,,,,,,,,117,0,0
17405,-0.008057,0.118408,1.020264,45.801,0.0992,0.9695,0.1069,334,29,285,0,,,,,,,,,,,,,117,0,0
17505,-0.006836,0.120605,1.015137,45.815,0.1374,0.7863,0.0763,334,28,285,0,,,,,,,,,,,,,117,0,0
17603,-0.008545,0.120117,1.015625,45.777,0.1450,1.0534,0.0611,334,27,284,0,,,,,,,,,,,,,117,0,0
17705,-0.011719,0.118408,1.011475,45.818,0.0687,0.9160,0.0763,334,29,284,0,,,,,,,,,,,,,117,0,0
17806,-0.005127,0.119141,1.010254,45.786,0.1374,0.9618,-0.0153,334,28,284,0,,,,,,,,,,,,,120,0,0
17953,-0.007080,0.113770,1.016602,45.809,0.1603,0.8779,0.0153,334,28,285,0,,,,,,,,,,,,,123,0,0
18062,-0.004395,0.118164,1.016846,45.824,0.0763,0.9695,0.0229,334,27,286,0,,,,,,,,,,,,,124,0,0
18165,-0.010986,0.118896,1.011963,45.842,0.0916,0.9618,0.0763,333,28,286,0,,,,,,,,,,,,,124,0,0
18265,-0.007568,0.121094,1.020752,45.871,0.1374,0.8473,0.0534,333,27,285,0,,,,,,,,,,,,,124,0,0
18365,-0.003906,0.120117,1.021484,45.854,0.1145,0.9924,0.0840,333,29,285,0,,,,,,,,,,,,,124,0,0
18463,-0.001465,0.119873,1.017090,45.824,0.0382,0.9924,0.0534,333,28,286,0,,,,,,,,,,,,,124,0,0
18565,-0.004883,0.118164,1.020264,45.801,0.1145,0.9008,0.0916,333,28,285,0,,,,,,,,,,,,,124,0,0
18665,-0.006348,0.120117,1.015625,45.818,0.1985,0.8321,0.1450,333,29,286,0,,,,,,,,,,,,,124,0,0
18775,-0.003662,0.119873,1.014648,45.830,0.0305,0.9160,0.1374,334,29,285,0,,,,,,,,,,,,,126,0,0
18880,-0.007568,0.118896,1.013428,45.836,0.0916,0.8702,0.0458,334,29,284,0,,,,,,,,,,,,,128,0,0
18986,-0.007080,0.116455,1.020508,45.830,0.1832,0.8931,0.0992,334,28,284,0,,,,,,,,,,,,,131,0,0
19096,-0.006592,0.118896,1.015137,45.821,0.0534,0.9542,0.2366,334,29,284,0,,,,,,,,,,,,,131,0,0
19244,-0.008545,0.122070,1.018555,45.809,0.1374,0.8473,0.0000,333,27,285,0,,,,,,,,,,,,,131,0,0
19342,-0.005615,0.118164,1.016602,45.842,0.1069,0.9389,0.0458,333,30,285,0,,,,,,,,,,,,,131,0,0
19445,-0.005127,0.120117,1.024414,45.836,0.1527,0.9084,0.2748,334,30,285,0,,,,,,,,,,,,,131,0,0
19547,-0.001953,0.116699,1.022705,45.801,0.1069,0.9924,0.1527,333,28,284,0,,,,,,,,,,,,,131,0,0
19655,-0.006836,0.117432,1.019287,45.815,0.1603,0.9618,0.1450,334,28,285,0,,,,,,,,,,,,,131,0,0
19754,-0.007813,0.118896,1.017822,45.795,0.0611,0.9389,0.1756,334,28,285,0,,,,,,,,,,,,,133,0,0
19859,-0.010254,0.118164,1.017822,45.809,0.1527,1.0153,0.2901,334,29,284,0,,,,,,,,,,,,,135,0,0
19966,-0.006104,0.119385,1.019531,45.862,0.0840,0.9924,0.1756,333,30,284,0,,,,,,,,,,,,,137,0,0
20073,-0.010254,0.120117,1.010010,45.824,0.0076,0.9924,0.1298,333,29,285,0,,,,,,,,,,,,,138,0,0
20268,-0.004639,0.119629,1.020508,45.833,0.1527,0.9313,0.2137,333,28,284,0,,,,,,,,,,,,,138,0,0
20424,-0.000732,0.120117,1.019043,45.830,0.0382,0.8931,0.0687,333,29,285,0,,,,,,,,,,,,,138,0,0
20523,-0.008301,0.120361,1.022705,45.821,0.1374,0.9237,0.0992,333,29,285,0,,,,,,,,,,,,,138,0,0
20626,-0.004150,0.121338,1.016602,45.798,0.1679,0.8702,0.1679,334,28,284,0,,,,,,,,,,,,,138,0,0
20736,-0.008057,0.121094,1.022461,45.789,0.0458,1.0229,0.0305,334,30,285,0,,,,,,,,,,,,,139,0,0
20840,-0.008545,0.124512,1.016113,45.804,0.1298,0.9542,0.1908,333,28,284,0,,,,,,,,,,,,,141,0,0
20946,-0.008057,0.122559,1.022949,45.801,0.0916,0.9313,0.1985,333,28,286,0,,,,,,,,,,,,,143,0,0
21054,-0.005859,0.118408,1.013672,45.839,0.1603,0.8397,0.0916,334,28,285,0,,,,,,,,,,,,,145,0,0
21163,-0.011719,0.119385,1.015381,45.804,0.0458,0.9695,0.1679,334,30,285,0,,,,,,,,,,,,,145,0,0
21262,-0.002930,0.116943,1.020996,45.795,0.1221,0.8779,0.0458,333,28,285,0,,,,,,,,,,,,,145,0,0
21367,-0.005127,0.119873,1.018311,45.812,0.0840,0.8931,0.1145,334,30,286,0,,,,,,,,,,,,,145,0,0
21551,-0.007080,0.120361,1.019531,45.812,0.1069,0.8855,0.1450,333,29,286,0,,,,,,,,,,,,,145,0,0
21656,-0.003662,0.118896,1.021729,45.806,0.0992,0.9389,0.0305,334,28,284,0,,,,,,,,,,,,,145,0,0
21756,-0.007324,0.121094,1.013672,45.798,0.1450,0.8550,0.1908,332,29,285,0,,,,,,,,,,,,,147,0,0
21861,-0.008301,0.117920,1.018799,45.809,0.1908,0.8473,0.1985,334,27,285,0,,,,,,,,,,,,,149,0,0
21969,-0.005859,0.117676,1.020508,45.836,0.1145,0.8702,0.0992,333,28,284,0,,,,,,,,,,,,,151,0,0
22077,-0.012451,0.119629,1.020020,45.806,0.1374,0.9084,0.1756,333,28,285,0,,,,,,,,,,,,,152,0,0
22179,-0.008301,0.119629,1.011475,45.783,0.1908,0.9466,0.0687,333,28,285,0,,,,,,,,,,,,,152,0,0
22286,-0.001221,0.115234,1.015381,45.812,0.1145,0.9542,0.0534,333,29,284,0,,,,,,,,,,,,,152,0,0
22396,-0.008057,0.119873,1.019531,45.824,0.1908,0.8015,-0.0153,333,29,284,0,,,,,,,,,,,,,152,0,0
22506,-0.009033,0.118408,1.018066,45.777,0.0687,0.9389,0.0534,334,29,284,0,,,,,,,,,,,,,152,0,0
22605,-0.005127,0.119385,1.017334,45.804,0.1603,0.8397,0.0840,334,27,285,0,,,,,,,,,,,,,152,0,0
22740,-0.003662,0.120361,1.015625,45.809,0.1756,1.0229,0.0458,333,28,285,0,,,,,,,,,,,,,153,0,0
